BCL6-HDAC4 complex;BCL6,HDAC4
Kinase maturation complex 2;TBKBP1,HSP90AA1,HSP90AB1,TRAF2,CDC37,TANK,AZI2,TBK1
Pex26-Pex6-Pex1 complex;PEX1,PEX6,PEX26
CS-MAP3K7IP1-MAP3K7IP2 complex;CS,TAB1,TAB2
Casein kinase II (beta-dimer, alpha-dimer);CSNK2B,CSNK2A1
Calreticulin homo-oligomer complex;CALR
Casein kinase II (beta-dimer, alpha'-dimer);CSNK2A2,CSNK2B
CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex;CHUK,RELA,IQGAP2,TNIP2,AKAP8L
p14-Mp1-MEK1 complex;MAP2K1,LAMTOR3,LAMTOR2
p14-Mp1-ERK2 complex;MAPK1,LAMTOR3,LAMTOR2
p14-Mp1-Erk1/2 complex;Lamtor3,Mapk1,Mapk3,Lamtor2
REL-MAP3K8-RELA-TNIP2-PAPOLA complex;MAP3K8,PAPOLA,RELA,REL,TNIP2
RPA complex;RPA2,RPA1,RPA3
CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex;NFKBIE,CHUK,SPAG9,NFKB1,NFKBIA,COPB2,NFKB2,RELA,REL,TNIP1,TNIP2,IKBKG
53BP1-containing complex;XRCC6,XRCC5,RPA2,RPA1,TP53BP1
TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I);DDX3X,CHUK,NFKB1,NFKBIA,MAP3K8,RPS13,RPL30,GTF2I,NFKB2,RELB,RPL6,RELA,REL,NFKBIB,TNIP2,GLG1,IKBKG
TNF-alpha/NF-kappa B signaling complex 5;IKBKB,CHUK,CD3EAP,POLR1A,NFKB1,MCC,LRPPRC,MTIF2,KPNA2,POLR2H,POLR2L,SKP1,NFKB2,RELA,REL,IQGAP2,CUL1,NFKBIB,PDCD2,POLR1E,POLR1B,RASAL2,FBXW11,POLR1D,IKBKG
IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex;IKBKB,HSP90AA1,HSP90AB1,CDC37,CCAR2
WRN-Ku70-Ku80-PARP1 complex;PARP1,XRCC6,XRCC5,WRN
c-Myc-Max-Arf complex;Myc,Max,Cdkn2a
CAP(C)-CAP(E) complex;SMC2,SMC4
SMC1-SMC3 complex;SMC1A,SMC3
XRCC1-LIG3-PNK-TDP1 complex;XRCC1,LIG3,PNKP,TDP1
Dolichol-phosphate mannose (DPM) synthase;DPM1,DPM2,DPM3
Iqgap1-Cdc42-Ctnnb1-Cdh2 complex;Iqgap1,Cdc42,Ctnnb1,Cdh2
Iqgap1-Actb-Vim complex;Iqgap1,Vim,Actb
Ku-ORC complex;ORC4,XRCC6,XRCC5,ORC2,ORC3,ORC6
MNK1-eIF4F complex;EIF4E,EIF4A1,EIF4G1,MKNK1
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex;TCF4,CTNNB1,SUMO1,EP300,HDAC6
TCF4-CTNNB1-EP300 complex;TCF4,CTNNB1,EP300
TCF4-CTNNB1 complex;TCF4,CTNNB1
TCF4-CTNNB1-CREBBP complex;TCF4,CTNNB1,CREBBP
TNF-alpha/NF-kappa B signaling complex 6;IKBKB,CHUK,HSP90AA1,HSP90AB1,FBL,RPL4,RPS13,RPS11,RPL30,RPL8,RPL6,CDC37,MAP3K14,IKBKG
VHL-VDU1-TCEB1-TCEB2 complex;VHL,TCEB1,TCEB2,USP33
TNF-alpha/NF-kappa B signaling complex 7;MAP3K7,HSP90AA1,HSP90AB1,FKBP5,TAB1,CDC37,TAB3,TAB2
TNF-alpha/NF-kappa B signaling complex 8;HSP90AA1,HSP90AB1,FKBP5,IKBKE,CDC37,KTN1
VHL-TCEB1-TCEB2 complex;VHL,TCEB1,TCEB2
Kif3-cadherin-catenin complex;Cdh2,Ctnnd1,Kifap3,Ctnnb1,Kif3b
VHL-TBP1-HIF1A complex;PSMC3,VHL,HIF1A
Cell-cell junction complex (ARHGAP10-CTNNA1);ARHGAP10,CTNNA1
HIF1A-OS9-EGLN1 complex;OS9,HIF1A,EGLN1
HIF1A-OS9-EGLN3 complex;OS9,HIF1A,EGLN3
RAB9-TIP47-MPRI complex;PLIN3,IGF2R,RAB9A
Cell-cell junction complex (CDH1-CTNNB1);CDH1,CTNNB1
CAS-SRC-FAK complex;SRC,BCAR1,PTK2
tRNA splicing endonuclease;TSEN54,TSEN2,TSEN15,CLP1,TSEN34
RNA endonuclease (SEN2deltaEx8, SEN54, CLP1);TSEN54,TSEN2,CLP1
TNF-alpha/NF-kappa B signaling complex 9;CHUK,HSP90AB1,FKBP5,NFKBIB,CDC37
TNF-alpha/NF-kappa B signaling complex 10;CHUK,HSP90AA1,HSP90AB1,TXLNA,NFKBIB,CDC37,ATG16L1,CCAR1,TBK1,IKBKG
P53-BARD1-KU70 complex;TP53,XRCC6,BARD1
Cd3e-Nck1-Mink1 complex;Cd3e,Nck1,Mink1
Ets2-Smarca4-Smarcb1-Smarce1 complex;Smarca4,Smarce1,Ets2,Smarcb1
ETS2-SMARCA4-INI1 complex;ETS2,SMARCA4,SMARCB1
Cd247 homodimer complex;Cd247
Cd3e homodimer complex;Cd3e
Striatin-SG2NA-zinedin-caveolin1 complex;Cav1,Strn4,Strn3,Strn
Rab3a-Rims2-Rapgef4 complex;Rab3a,Rapgef4,Rims2
Rb-NeuroD1-Ngfi-B complex;Nr4a1,Neurod1,Rbl1
Cd3g-Cd3e complex;Cd3g,Cd3e
Cd3d-Cd3g-Cd3e-Cd247 complex;Cd3d,Cd3g,Cd3e,Cd247
Cd3g-Cd3e-Cd247-Canx complex;Cd3g,Cd3e,Cd247,Canx
Munc13-1-Rim2-Rab3a complex;Rab3a,Unc13a,Rims2
LATS1-HTRA2-BIRC4 complex;HTRA2,LATS1,XIAP
DDEF1-CTTN-PXN complex;PXN,CTTN,ASAP1
CDH1-CKS1B complex;CDH1,CKS1B
CDH1-SKP2 complex;CDH1,SKP2
Cebpa-Smarca2 complex;Smarca2,Cebpa
Lef1-Tle1 complex;Lef1,Tle1
YY1-MDM2-p53 complex;TP53,YY1,MDM2
Lef1-Tle1-Ctnnb1 complex;Lef1,Ctnnb1,Tle1
ELMO1-DOCK1 complex;DOCK1,ELMO1
ELMO1-DOCK2 complex;ELMO1,DOCK2
ELMO1-DOCK1-RAC1 complex;RAC1,DOCK1,ELMO1
ELMO1-DOCK1-CRKII complex;CRK,DOCK1,ELMO1
Endocytic coat complex (11 subunits);Ap2a1,Amph,Bin1,Sh3gl2,Sh3gl1,Cltc,Dnm1,Ap2b1,Snap91,Eps15,Synj1
Endocytic coat complex (7 subunits);Ap2a1,Amph,Bin1,Cltc,Dnm1,Ap2b1,Synj1
Pik3r5-Pik3cg complex;Pik3r5,Pik3cg
GTP-Rho-Rhpn1-Ropn1 complex;Rhoa,Rhpn1,Ropn1
AGO2-FXR1-TNF(alpha)ARE-RNP complex;FXR1,AGO2
Cell division cycle complex (CDC27, CDC16, ANAPC7);CDC27,CDC16,ANAPC7
Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU);POLR2A,GTF2F1,HNRNPU
Ripk2-Nod2 complex;Ripk2,Nod2
Calm1-Ryr1 complex;Ryr1,Calm1, Cal
THRB-RXRB complex;THRB,RXRB
p50-p65 Nf(kappa)B complex;Nfkb1,Rela
ATM homodimer complex;ATM
ERAP1-ERAP2 complex;ERAP2,ERAP1
Grancalcin-sorcin complex;GCA,SRI
Sorcin homodimer complex;SRI
Chromatin remodeling complex (TACC2, TACC3, PCAF);TACC2,KAT2B,TACC3
EGR-EP300 complex;EGR1,EP300
Rock1-Pfn2 complex;Rock1,Pfn2
TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10);EIF6,RPL7A,TARBP2,MOV10,AGO2,DICER1
Kcna2-Kcnab2 complex;Kcnab2,Kcna2
TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle);RPLP1,RPLP2,RPL35A,RPL7,RPL13,RPL12,RPL21,RPL28,RPL34,RPL14,EIF6,RPL15,RPL27,RPL37A,RPL7A,RPL30,RPL10A,RPL32,RPL11,RPL19,RPL18A,MOV10,RSL24D1,DICER1,RPL36
ARNT-HIF1A complex;ARNT,HIF1A
TRIB3-DDIT3 complex;DDIT3,TRIB3
RAG1-RAG2 tetramer complex;RAG1,RAG2
GAIT complex;SYNCRIP,GAPDH,EPRS,RPL13A
MLL1-WDR5 complex;TAF4,MGAM,E2F6,TAF1,HSPA4,TAF6,HCFC1,WDR5,KMT2A,KDM6B,TAF7,TAF9,INO80C,KANSL1,BAP18,PELP1,PRPF31,MCRS1,RNF2,PHF20,SENP3,KAT8,CHD8,TEX10,ASH2L,RUVBL1,LAS1L
SERPINA1-ELA2 complex;SERPINA1,ELANE
SERPINA3-CTSG complex;SERPINA3,CTSG
SERPINA1-CTSG complex;SERPINA1,CTSG
BRCC complex;BRCA1,BRCC3,BRCA2,RAD51,BRE
PLEKHM2-KIF5B complex;KIF5B,PLEKHM2
Cdk5-Cdk5r1-Pctk1 complex;Cdk5,Cdk5r1,Cdk16
Myod1-Tcf3 complex;Myod1,Tcf3
Myod1 homodimer complex;Myod1
NGF-TrkA complex;NGF,NTRK1
Neurotrophin-3-p75 complex;NGFR,NTF3
TIAM1-GRIN1 complex;GRIN1,TIAM1
HTR1D-S1PR1 complex;S1PR1,HTR1D
HTR1D  homodimer complex;HTR1D
HTR1A-HTR1D complex;HTR1A,HTR1D
HTR1B homodimer complex;HTR1B
HTR1A-HTR1B complex;HTR1A,HTR1B
HTR1D-HTR1B complex;HTR1D,HTR1B
GABBR2-HTR1A complex;GABBR2,HTR1A
HTR1A-GPR26 complex;HTR1A,GPR26
HTR1A-EDG3 complex;HTR1A,S1PR3
HTR1A homodimer complex;HTR1A
HTR1A-S1PR1 complex;HTR1A,S1PR1
HSP70-BAG5-PARK2 complex;PARK2,HSPA1A,HSPA4,BAG5
NGF-p75 complex;NGF,NGFR
ANCO1-HDAC3  complex;HDAC3,ANKRD11
Cyclin D1-associated protein complex;Hspa1b,Ccnd1,Cdk4,Cdkn1a
Eya1/3-Dach1/2-Six1 complex;Eya1,Six1,Dach1
NRG1-IKZF4 complex;NRG1,IKZF4
EPOR receptor complex;EPOR
CRKII-C3G complex;CRK,RAPGEF1
EPO-EPOR complex;EPO,EPOR
Grin2a-Lrp8 complex;Grin2a,Lrp8
Grin2b-Lrp8 complex;Grin2b,Lrp8
Splicing-associated factors complex;DEK,RNPS1,ALYREF,SRRM1,RBM8A
MED18-MED20-MED29 mediator subcomplex;MED18,MED20,MED29
Foxo4-Srf-Myocd complex;Myocd,Srf,Foxo4
Axin2-Ctnnb1-Apc complex;Axin2,Ctnnb1,Apc
p50-p65 NF(kappa)B complex;NFKB1,RELA
p50-p65 NF(kappa)B-SRC1 complex;NFKB1,RELA,NCOA1
IKBA-p50-p65 Nf(kappa)B complex;NFKB1,NFKBIA,RELA
IKB(epsilon)-RELA-cREL complex;NFKBIE,RELA,REL
IKB(beta)-RELA-cREL complex;RELA,REL,NFKBIB
IKB(alpha)-RELA-cREL complex;NFKBIA,RELA,REL
DISC complex (FAS, FADD, CASP8);FAS,FADD,CASP8
MURR1-NF(kappa)Bp65-IKBA complex;NFKBIA,RELA,COMMD1
Tmsb4x-Lims1-Ilk complex;Ilk,Tmsb4x,Lims1
CIA targeting (MIP18, CIAO1, MMS19) complex;CIAO1,MMS19,FAM96B
Thyroglobulin folding complex (Tg, Hspa5, Pdi, Erp29, Grp94);Hspa5,Tg,Padi2,Erp29,Grp94
ILK-PARVB-ARHGEF6 complex;ILK,ARHGEF6,PARVB
PARVB-ARHGEF6 complex;ARHGEF6,PARVB
Thyroglobulin folding complex (Tg, Pdi, Erp29);Tg,Padi2,Erp29
Thyroglobulin folding complex (Tg, Hspa5, Erp29, Grp94);Hspa5,Tg,Erp29,Grp94
EED-EZH-YY1 polycomb complex;EED,YY1,EZH2
Tctex1-channel complex;Cacna1b,Dync1i1,Dynlt1
RING1-Polycomb repressive complex;CBX4,BMI1,PHC1,RING1
BMI1-HPH1-HPH2 complex;BMI1,PHC1,PHC2
EED-EZH polycomb complex;EED,EZH2
Polycomb repressive complex 1;Pcgf2,Bmi1,Cbx2,Phc1
CALM1-FKBP38-BCL2 complex;BCL2,CALM1, CAL,FKBP8
Adrb2 homodimer complex;Adrb2
TRAF2-cIAP1/BIRC2 complex;TRAF2,BIRC2
LTBR homodimer complex;LTBR
Tumor necrosis factor receptor 1 signaling complex;TNFRSF1A,TRAF2,BIRC2,TRADD
CDK5-CDK5R1 complex;CDK5,CDK5R1
PLCB1-PARD3-PARD6A complex;PARD3,PARD6A,PLCB1
PLCB3-PARD3-PARD6A complex;PLCB3,PARD3,PARD6A
TRAF2-TRADD complex;TRAF2,TRADD
Ternary complex (TRAF2, FADD, TRADD);TRAF2,FADD,TRADD
CCNB2-CDC2 complex;CCNB2,CDK1
CCNB1-CDC2 complex;CDK1,CCNB1
CDC2-PCNA-CCNB1-GADD45A complex;CDK1,PCNA,CCNB1,GADD45A
CDC2-PCNA-CCNB1-GADD45B complex;GADD45B,CDK1,PCNA,CCNB1
CDC2-PCNA-CCNB1-GADD45G complex;GADD45G,CDK1,PCNA,CCNB1
Cdc2-Ccnb1 complex;Cdk1,Ccnb1
IL12B homodimer complex;IL12B
CDK1-CCNB1-CCNF complex;CDK1,CCNB1,CCNF
CDC2-CCNB1-PTCH1 complex;CDK1,CCNB1,PTCH1
CDK2-CCNA2 complex;CCNA2,CDK2
CDC2-CCNA2 complex;CDK1,CCNA2
PAR6-CDC42 complex;CDC42,PARD6B
CDC2-CCNA2-CDK2 complex;CDK1,CCNA2,CDK2
CDK2-CCNE1 complex;CCNE1,CDK2
LMO4-gp130 complex;SOCS3,JAK1,IL6ST,LMO4,PTPN11
Isl1-Jak1-Stat3 complex;Stat3,Jak1,Isl1
Stat1-alpha-dimer-CBP DNA-protein complex;STAT1,CREBBP
Vps29-Vps35-Vps26a complex;Vps26a,Vps35,Vps29
SHP-NR5A2 complex;NR5A2,NR0B2
Pigr-Vps35-Vps26a-Vps29 complex;Pigr,Vps35,Vps26a,Vps29
Ephb1-Sdc2 complex;Ephb1,Sdc2
Sdc2-Ephb2 complex;Sdc2,Ephb2
CNTF-CNTFR-gp130-LIFR complex;CNTF,CNTFR,IL6ST,LIFR
LIFR-LIF-gp130 complex;LIF,IL6ST,LIFR
Per1-Cry1-Cry2-Nono-Wdr5 complex;Cry1,Wdr5,Nono,Per1,Cry2
Per1-Nono-Wdr5 complex;Wdr5,Nono,Per1
Per2-Nono-Wdr5 complex;Wdr5,Nono,Per2
LINC complex, S-phase;MYBL2,RBL1,RBBP4,LIN52,LIN9,LIN54,LIN37
Zip-Prkcz-Kcnab2 complex;Sqstm1,Prkcz,Kcnab2
LINC core complex;RBBP4,LIN52,LIN9,LIN54,LIN37
LINC complex, quiescent cells;RBL2,RBBP4,E2F4,LIN52,LIN9,LIN54,LIN37
Zip3-Prkcz-Gabrr3 complex;Sqstm1,Prkcz,Gabrr3
Emerin complex 1;MYH9,EMD,ACTB,MYO1E,SPTAN1,CNN3,LMO7,SIKE1
Emerin-actin-NMI-(alphaII)spectrin complex;EMD,ACTB,NMI,SPTAN1
Emerin-actin-NMI complex;EMD,ACTB,NMI
Emerin architectural complex;LMNA,LMNB1,EMD,ACTB,NMI,SPTAN1
Emerin regulatory complex;HDAC3,BANF1,RBL1,EMD,ACTB,HIST1H3A,,HIST1H1A,HDAC1,LMO7
Alpha-GDI-Hsp90 chaperone complex, ATP dependent;Gdi1,Dnajc5,Hspa8,Hsp90aa1
Emerin complex 24;LMNA,RB1,LMNB1,MCM4,MCM2,EMD,HIST1H3A,,HNRNPU,HIST1H1A,C1QBP,RBL2,NMI,MCM6,SAP130,BANF2
Alpha-GDI-Rab3a complex, cytosolic;Gdi1,Rab3a
Emerin complex 25;BANF1,ZRANB2,LSM8,SSB,LMNB1,YWHAB,EMD,ACTB,HNRNPK,YWHAE,SNRPD1,G3BP1,CDC37,SAP130,BCCIP,LSM2
Emerin complex 32;SAP18,HDAC3,LMNB1,RBL1,EMD,ACTB,HIST1H3A,,RBL2,SMARCB1,TRIM28,NMI,HDAC1,SPTAN1,CHD4,SMARCC2,SMARCC1,TBL1Y,TBL1XR1,DPY30,BANF2,MED4,RCOR1
Emerin complex 52;DDX39A,LSM8,THRA,CKB,HNRNPL,LMNB1,YWHAQ,IQGAP1,EMD,HDGF,ACTB,HNRNPK,YWHAE,SNRPD1,HNRNPU,HIST1H1A,C1QBP,RBL2,ILF3,NMI,PDCD4,API5,LEMD3
Hsp110-Hsc70-Hsp25 complex;Hspb1,Hspa8,Hsph1
HSP90-CIP1-FKBPL complex;HSP90AA1,CDKN1A,FKBPL
AKT1-HSP90AA1-MAP3K5 complex;MAP3K5, AS,AKT1,HSP90AA1
Sema3E-PlexinD1 complex;Sema3e,Plxnd1
Sema3E-PlexinD1-Nrp1 complex;Sema3e,Nrp1,Plxnd1
Cdh23-Myo1c complex;Cdh23,Myo1c
Ask1-Traf6 complex, LPS induced;Map3k5,Traf6
PSD95-FYN-NR2A complex;FYN,DLG4,GRIN2A
Securin-separase complex;PTTG1,ESPL1
ESPL1-CDC2 complex;CDK1,ESPL1
Sharpin homo-oligomer complex;Sharpin
Sharpin-Shank1 complex;Sharpin,Shank1
FARP2-NRP1-PlexinA1 complex;NRP1,FARP2,PLXNA1
FARP2-NRP1-PlexinA2 complex;NRP1,PLXNA2,FARP2
FARP2-NRP1-PlexinA3 complex;NRP1,FARP2,PLXNA3
FARP2-NRP1-PlexinA4 complex;NRP1,FARP2,PLXNA4
SEMA4A-PlexinD1 complex;SEMA4A,PLXND1
Ternary complex (LRRC7, CAMK2a, ACTN4);ACTN4,LRRC7,CAMK2A
CEBPE-E2F1-RB1 complex;RB1,E2F1,CEBPE
Nrp1-PlexinD1 complex;NRP1,PLXND1
SEMA3C-PlexinD1-Nrp1 complex;NRP1,SEMA3C,PLXND1
PlexinC1-SEMA7A complex;PLXNB1,SEMA4D
TRIM27-RB1 complex;RB1,TRIM27
PlexinA1-NRP1 complex;NRP1,PLXNA1
PlexinA3-Nrp1 complex;NRP1,PLXNA3
PlexinB1-Nrp1 complex;NRP1,PLXNB1
PlexinA1-Nrp2 complex;NRP2,PLXNA1
Retn homotrimer  complex;Retn
hRAD51C-hXRCC3 complex;XRCC2,RAD51
Membrane protein complex (VCP, UFD1L, SEC61B);VCP,SEC61B,UFD1L
SEMA6D-PlexinA1-NRP1 complex;NRP1,SEMA6D,PLXNA1
TALL1 homo-oligomer complex;TNFSF13B
Tip5-Dnmt-Hdac1 complex;Hdac1,Dnmt3b,Dnmt1,Baz2a
TIP5-DNMT-HDAC1 complex;DNMT1,HDAC1,DNMT3B,BAZ2A
VEGFA-KDR-NRP2 complex;VEGFA,NRP2,flk-1
Bash-Bnas2/Cmtm3-Btk-Erk2 complex;Btk,Mapk1,Cmtm3,Blnk
Abl1-Dok1-Nck1 complex;Abl1,Dok1,Nck1
Dok1-Map4k4-Nck1-Rasa1 complex;Dok1,Map4k4,Nck1,Rasa1
ArgBP2a-CBL-PTK2B complex;SORBS2,CBL,PTK2B
PRMT2 homo-oligomer complex;PRMT2
FAK-beta5 integrin complex, VEGF induced;ITGB5,PTK2
SH3P2/OSTF1-CBL-SRC complex;SRC,CBL,OSTF1
NOS3-CAV1 complex;NOS3,CAV1
NOS3-HSP90 complex, VEGF induced;HSP90AA1,NOS3
NOS3-HSP90-AKT complex, VEGF induced;HSP90AA1,NOS3,AKT1
Nos3-Calmodulin complex;Calm1, Cal,Nos3
CIN85-CBL-SH3GL2 complex;CBL,SH3KBP1,SH3GL2
Cbl-Cd2ap complex;Cbl,Cd2ap
Cbl-Cd2ap-Flt1 complex;Cbl,Flt1,Cd2ap
CIN85-SH3GL3-CBL complex;CBL,SH3KBP1,SH3GL3
Mdm2-P53 complex;Tp53,Mdm2,Cdkn2a,Rpl11
TBP-TAF complex;TBP,TAF1C,TAF1A,TAF1B
VEGFR2-STAT3 complex, VEGF induced;STAT3,flk-1
VEGFA-VEGFR2 complex;VEGFA,flk-1
IKBKG homotrimer complex;IKBKG
NRP1-VEGFC complex, heparin dependent;NRP1,VEGFC
NRP2-VEGFC complex;NRP2,VEGFC
NRP2-VEGFD complex, heparin dependent;VEGFD,NRP2
NRP1-VEGFD complex, heparin dependent;NRP1,VEGFD
TGF-beta receptor-SMAD3 complex;TGFBR1,TGFBR2,SMAD3
Pre-initiation complex (PIC);TBP,POLR2A,ACTB
Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n);Birc3,Ikbkg,Cd40,Traf2,Map2k4,Map3k1,Ube2n,Birc2,Map2k7
NRP2-VEGFR3 complex;NRP2,FLT4
Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n);Birc3,Ikbkg,Cd40,Traf2,Map3k1,Ube2n,Birc2
Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n);Ikbkg,Cd40,Traf2,Map3k1,Ube2n
Cytosolic multicomponent signaling complex, anti-CD40 stimulated, (Ikbkg, Map3k1, Traf2, Ube2n);Ikbkg,Traf2,Map3k1,Ube2n
PlexinA1-NRP1-SEMA3A complex;NRP1,SEMA3A,PLXNA1
2AR-mGluR2 complex;ADRA2A,GRIA2
MRIT complex;CFLAR,BCL2L1,CASP8
SUMO1-SUA1-UBA2 complex;SUMO1,SAE1,UBA2
SUA1-UBA2 complex;SAE1,UBA2
PLXNA1-RANBPM complex;RANBP9,PLXNA1
PLXNA2-RANBPM complex;PLXNA2,RANBP9
PLXNA3-RANBPM complex;PLXNA3,RANBP9
PLXNA4-RANBPM complex;RANBP9,PLXNA4
CRMP-MICAL-PlexinA1 complex, induced by SEMA3A;CRMP1,MICAL1,PLXNA1
RUNX1-CBF-beta-DNA complex;RUNX1,CBFB
ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex;CDH5,CTNNB1,KDR,TJP1
PlexinA1-PlexinB1 complex;Plxna1,Plxnb1
Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced;CFLAR,FADD,CASP8
DISC complex (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced;CFLAR,FAS,FADD,CASP8
PGAM5-KEAP1-NRF2 complex;KEAP1,NFE2L2,PGAM5
Keap1-Nrf2-Cul3 complex;Nfe2l2,Cul3,Keap1
Keap1-Nrf2 complex;Nfe2l2,Keap1
DISC complex (CD95, FADD, CASP8);FADD,CASP8,CD95
GABA-A receptor (GABRA1, GABRB2, GABRG2);GABRA1,GABRG2,GABRB2
p53-BCL2 complex;TP53,BCL2L1
tBID-BAK1 complex;Bak1,Bid
Tp53-BAK1 complex;Bak1,Tp53
Apoptosome-procaspase 9 complex;APAF1,CASP9,CYCS
tBID-BCL2 complex;Bcl2,Bid
BIM-BCL2 complex;Bcl2l11,Bcl2
BIM-BCL2xL complex;Bcl2l11,Bcl2l1
tBID-BCL2xL complex;Bid,Bcl2l1
BAD-BCL2xL complex;Bad,Bcl2l1
MCL1-NOXA complex;Mcl1,Pmaip1
MCL1-BAK1 complex;MCL1,BAK1
IKBKG homotetramer complex;IKBKG
IKBKG-IKBKB  complex;IKBKB,IKBKG
IKBKG-CHUK complex;CHUK,IKBKG
DJ-1-SNCA complex, high molecular weight complex;SNCA,PARK7
PINK1-MIRO2-Milton complex;RHOT2,PINK1,TRAK1
MIRO2-Milton complex;RHOT2,TRAK1
PPD complex;PARK2,PARK7,PINK1
AIF-CYPA-DNA complex;AIFM1,PPIA
HSP90-CDC37-LRRK2 complex;HSP90AB1,CDC37,LRRK2
p65-p65 Nf(kappa)B complex;Rela
p50-p65 Nf(kappa)B complex, Il-1-beta induced;Nfkb1,Rela
AK2-FADD-caspase-10 (AFAC10) complex;AK2,FADD,CASP10
FAS-FADD-CASP8-CASP10 complex;FAS,FADD,CASP8,CASP10
FAS-FADD-CASP10 complex;FAS,FADD,CASP10
CAV1-VDAC1-ESR1 complex;ESR1,VDAC1,CAV1
APBB1-TSHZ3-HDAC1 complex;APBB1,HDAC1,TSHZ3
BRAF-MAP2K1-MAP2K2-YWHAE complex;BRAF,MAP2K2,YWHAE,MAP2K1
RAF1-MAP2K1-YWHAE complex;RAF1,YWHAE,MAP2K1
PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex;PPP2R1A,PPP2R1B,EIF4A1,PPP2CA,PPME1
MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex;RAF1,BRAF,YWHAE,MAP2K1,KSR1
Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated;Ppp2ca,Ksr1,Ppp2r2b,Ppp2r1a
Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated;Ppp2ca,Ksr1,Ppp2r1a
Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated;Ppp2ca,Ppp2r2b,Ppp2r1a,Raf1
Raf1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated;Ppp2ca,Ppp2r1a,Raf1
Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated;Map2k1,Ywhaz,Ksr1
Lebercilin complex;YWHAE,LCA5,DCTN2,NCL,DCTN1,NPM1,HSPA1A
Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated;Map2k1,Mapk1,Ywhaz,Ksr1
Ksr1-CK2 complex;Csnk2a2,Csnk2b,Csnk2a1,Ksr1
Ksr1-Brap (IMP) complex;Ksr1,Brap
KSR1 homo-oligomer complex;KSR1
BRAF-RAF1-14-3-3 complex;RAF1,BRAF,YWHAZ
KSR1-RAF1-MEK complex;RAF1,MAP2K1,KSR1
KSR1-BRAF-MEK complex;BRAF,MAP2K1,KSR1
RAF1-RAS complex, EGF induced;HRAS,RAF1
RAF1-BRAF complex, RAS stimulated;RAF1,BRAF
RAF1-CNK1 complex, RAS stimulated;RAF1,CNKSR1
BRAF-CNK1 complex, not RAS stimulated;BRAF,CNKSR1
CNK1 homodimer complex;CNKSR1
CNK1-SRC-RAF1 complex;RAF1,SRC,CNKSR1
Ksr1-CK2-MEK-14-3-3 complex, PDGF treated;Csnk2a2,Map2k1,Ywhaz,Csnk2b,Csnk2a1,Ksr1
B-Ksr1-MEK-MAPK-14-3-3 complex;Map2k1,Mapk1,Ywhaz,Ksr1
Ksr1-Mek-Braf complex, EGF induced;Braf,Map2k1,Ksr1
Ksr1-Mek-Braf-Erk complex, EGF induced;Braf,Map2k1,Ksr1,Mapk3
p18-p14-Mp1 complex;Lamtor3,Lamtor1,Lamtor2
Mp1-p14 scaffolding complex;Lamtor3,Lamtor2
Alb-Tgfbr2 complex;Alb,Tgfbr2
Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21);TMED10,PSEN1,NCSTN,APH1A,PSENEN
LRRK2-CHIP-HSP90 complex;HSP90AB1,LRRK2,STUB1
LRRK2-FADD-CASP8 complex;FADD,CASP8,LRRK2
Calcineurin;PPP3R1,PPP3CA
Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A);UBE2N,UBE2V1
PARK2-EPS15-EGFR complex;PARK2,EGFR,EPS15
CHIP-HSC70-TAU-UBCH5B complex;MAPT,HSPA8,UBE2D2,STUB1
